;x;y;presence_effaroucheur;nb_sain;nb_tige;nb_coty;surface;ecartement;annee;cailloux;ID;region;adventice;inter_plant;effaroucheur;sol;nombre_segments;date;ravageurs;transect;nb_arrachees;nb_taupins;nb_limace;nb_lievre;sains;estim_dens;leves;viables;taux_lesions;taux_detruits
107;0.934785795;43.57414075;NA;47600;4800;7600;12.6;50;2019;NA;118_Gers_2019;GERS;forte_pression;25;;argilo_calcaire;5;22/05/2019;Limaces.Taupins;B;NA;NA;NA;NA;NA;8;60000;55200;0.126666667;0.08
108;0.638257363;43.7419613;NA;24561.40351;4210.526316;9473.684211;11.2;57;2019;NA;30_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;02/05/2019;Limaces.Lievres.Taupins;A;NA;NA;NA;NA;NA;NA;38245.61404;34035.08772;0.247706422;0.110091743
109;-0.59875756;46.17568806;NA;49295.77465;0;7570.422535;NA;71;2019;NA;81_PC_2019;PC;forte_pression;20;;inconnue;8;09/05/2019;Non;NA;NA;NA;NA;NA;NA;7.042253521;56866.19718;56866.19718;0.133126935;0
110;-0.60757816;46.178469;NA;54722.22222;0;17777.77778;NA;60;2019;NA;83_PC_2019;PC;faible_pression;22;;inconnue;6;09/05/2019;Non;NA;NA;NA;NA;NA;NA;7.575757576;72500;72500;0.245210728;0
111;0.971803924;43.55471512;NA;59666.66667;0;1333.333333;16.8;60;2019;NA;131_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;27/05/2019;Limaces;B;NA;NA;NA;NA;NA;NA;61000;61000;0.021857923;0
112;0.976873404;43.54535554;NA;28888.88889;3809.52381;23174.60317;1.44;63;2019;NA;35_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;06/05/2019;Limaces;B;NA;NA;NA;NA;NA;NA;55873.01587;52063.49206;0.414772727;0.068181818
113;0.478607258;43.97792942;NA;32333.33333;2333.333333;15666.66667;7.1;60;2019;NA;105_Gers_2019;GERS;forte_pression;23;;sableux;5;22/05/2019;Lievres;C;NA;NA;NA;NA;NA;7.246376812;50333.33333;48000;0.311258278;0.046357616
114;0.393223241;43.64057764;NA;44615.38462;2769.230769;3692.307692;0.76;65;2019;NA;111_Gers_2019;GERS;faible_pression;23;canon_gaz.confection_manuelle;limoneux;5;22/05/2019;Taupins;D;NA;NA;NA;NA;NA;6.688963211;51076.92308;48307.69231;0.072289157;0.054216867
115;0.557538969;43.93232776;NA;76400;0;3600;1.25;50;2019;NA;88_Gers_2019;GERS;faible_pression;22;;Limono argileux;5;13/05/2019;Non;C;NA;NA;NA;NA;NA;9.090909091;80000;80000;0.045;0
116;0.674883775;43.74595524;NA;36226.41509;7169.811321;21132.07547;1.97;53;2019;NA;104_Gers_2019;GERS;faible_pression;NA;confection_manuelle;argilo_calcaire;5;21/05/2019;Limaces;A;NA;NA;NA;NA;NA;NA;64528.30189;57358.49057;0.32748538;0.111111111
117;0.924628976;43.58409119;NA;29333.33333;3333.333333;30000;5.11;60;2019;NA;117_Gers_2019;GERS;faible_pression;20;;argilo_calcaire;5;22/05/2019;Limaces;B;NA;NA;NA;NA;NA;8.333333333;62666.66667;59333.33333;0.478723404;0.053191489
118;-0.84833679;46.14392017;NA;52000;3666.666667;17000;NA;60;2019;NA;43_PC_2019;PC;forte_pression;22;;inconnue;5;06/05/2019;Non;NA;NA;NA;NA;NA;NA;7.575757576;72666.66667;69000;0.233944954;0.050458716
119;-0.47218992;46.42275625;NA;42165.89862;2534.562212;46543.7788;NA;62;2019;NA;58_PC_2019;PC;forte_pression;23;;inconnue;7;09/05/2019;Non;NA;NA;NA;NA;NA;NA;7.012622721;91244.23963;88709.67742;0.51010101;0.027777778
120;-0.88472262;46.16948125;NA;47333.33333;9333.333333;4666.666667;NA;60;2019;NA;45_PC_2019;PC;faible_pression;22;confection_manuelle;inconnue;5;06/05/2019;Non;NA;NA;NA;NA;NA;NA;7.575757576;61333.33333;52000;0.076086957;0.152173913
121;0.903188475;43.60279742;NA;0;6333.333333;40666.66667;0.7;60;2019;NA;34_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;06/05/2019;Limaces;B;NA;NA;NA;NA;NA;NA;47000;40666.66667;0.865248227;0.134751773
122;0.342148114;43.68365957;NA;38500;8750;12250;8.44;80;2019;NA;106_Gers_2019;GERS;faible_pression;15;canon_gaz.confection_manuelle;argilo_calcaire;5;22/05/2019;Non;D;NA;NA;NA;NA;NA;8.333333333;59500;50750;0.205882353;0.147058824
123;0.999478722;43.51573545;NA;13650.79365;2857.142857;27619.04762;4;63;2019;NA;123_Gers_2019;GERS;faible_pression;NA;;Boulbene;5;23/05/2019;Lievres.Limaces;B;NA;NA;NA;NA;NA;NA;44126.98413;41269.84127;0.625899281;0.064748201
124;-0.76823633;46.13342516;NA;64333.33333;2000;4333.333333;NA;60;2019;NA;39_PC_2019;PC;faible_pression;22;confection_manuelle;inconnue;5;06/05/2019;Non;NA;NA;NA;NA;NA;NA;7.575757576;70666.66667;68666.66667;0.061320755;0.028301887
125;-0.7807415;46.13343389;NA;71666.66667;0;333.3333333;NA;60;2019;NA;40_PC_2019;PC;faible_pression;21;;inconnue;5;06/05/2019;Non;NA;NA;NA;NA;NA;NA;7.936507937;72000;72000;0.00462963;0
126;0.555034289;43.9339075;NA;52800;14400;6000;8.58;50;2019;NA;87_Gers_2019;GERS;faible_pression;25;;Limono argileux ;5;13/05/2019;Non;C;NA;NA;NA;NA;NA;8;73200;58800;0.081967213;0.196721311
127;-0.54192787;46.22506189;NA;78000;0;5333.333333;NA;60;2019;NA;13_PC_2019;PC;faible_pression;27;;inconnue;5;24/04/2019;Non;NA;NA;NA;NA;NA;NA;6.172839506;83333.33333;83333.33333;0.064;0
128;0.765691208;43.74225979;NA;38666.66667;0;6333.333333;28.7;60;2019;NA;134_Gers_2019;GERS;forte_pression;NA;;argilo_calcaire;5;29/05/2019;Limaces;A;NA;NA;NA;NA;NA;NA;45000;45000;0.140740741;0
129;-0.59483308;46.17499986;NA;54945.05495;1098.901099;15164.83516;NA;65;2019;NA;79_PC_2019;PC;faible_pression;27;;inconnue;7;09/05/2019;Non;NA;NA;NA;NA;NA;NA;5.698005698;71208.79121;70109.89011;0.212962963;0.015432099
130;0.498176906;44.13089651;NA;13500;6000;30250;8.52;80;2019;NA;26_Gers_2019;GERS;faible_pression;18;Ballon_cerfs_volants;argilo_calcaire;5;29/04/2019;Non;C;NA;NA;NA;NA;NA;6.944444444;49750;43750;0.608040201;0.120603015
131;-0.65542905;46.18730349;NA;63750;5625;3125;NA;64;2019;NA;84_PC_2019;PC;faible_pression;30;canon_gaz;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;5.208333333;72500;66875;0.043103448;0.077586207
132;0.994912852;43.51652276;NA;10000;1666.666667;18333.33333;4.96;60;2019;NA;126_Gers_2019;GERS;faible_pression;NA;;Boulbene;5;24/05/2019;Limaces;B;NA;NA;NA;NA;NA;NA;30000;28333.33333;0.611111111;0.055555556
133;-0.78502702;46.13411324;NA;52878.46482;0;5756.929638;NA;67;2019;NA;17_PC_2019;PC;faible_pression;30;canon_gaz.Ballon_cerfs_volants;inconnue;7;24/04/2019;Non;NA;NA;NA;NA;NA;NA;4.975124378;58635.39446;58635.39446;0.098181818;0
134;0.415482391;43.95062357;NA;55000;0;6000;9.74;60;2019;NA;97_Gers_2019;GERS;faible_pression;25;;limoneux.argileux;5;13/05/2019;Non;C;NA;NA;NA;NA;NA;6.666666667;61000;61000;0.098360656;0
135;-0.66396229;46.24832275;NA;57570.42254;4753.521127;6161.971831;NA;71;2019;NA;85_PC_2019;PC;forte_pression;20;canon_gaz;inconnue;8;09/05/2019;Non;NA;NA;NA;NA;NA;NA;7.042253521;68485.91549;63732.39437;0.089974293;0.06940874
136;0.416382859;43.95062939;NA;57666.66667;1666.666667;4000;8.69;60;2019;NA;96_Gers_2019;GERS;forte_pression;23;;limoneux.argileux;5;13/05/2019;Non;C;NA;NA;NA;NA;NA;7.246376812;63333.33333;61666.66667;0.063157895;0.026315789
137;-0.46716911;46.4210225;NA;41244.23963;460.8294931;25115.20737;NA;62;2019;NA;59_PC_2019;PC;faible_pression;20;confection_manuelle;inconnue;7;09/05/2019;Non;NA;NA;NA;NA;NA;NA;8.064516129;66820.2765;66359.447;0.375862069;0.006896552
138;0.333519699;43.73231212;NA;13333.33333;333.3333333;20666.66667;6.89;60;2019;NA;114_Gers_2019;GERS;faible_pression;17;;argilo_calcaire;5;22/05/2019;Taupins.Limaces;D;NA;NA;NA;NA;NA;9.803921569;34333.33333;34000;0.601941748;0.009708738
139;-1.04367219;46.17639627;NA;30461.53846;923.0769231;26769.23077;NA;65;2019;NA;66_PC_2019;PC;faible_pression;23;;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;6.688963211;58153.84615;57230.76923;0.46031746;0.015873016
140;0.683715701;43.75414037;NA;32000;1333.333333;26000;18.4;60;2019;NA;100_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;21/05/2019;Limaces;A;NA;NA;NA;NA;NA;NA;59333.33333;58000;0.438202247;0.02247191
141;-0.49501037;46.37519571;NA;37538.46154;0;15384.61538;NA;65;2019;NA;61_PC_2019;PC;faible_pression;20;;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;7.692307692;52923.07692;52923.07692;0.290697674;0
142;0.991241957;43.51946009;NA;1750;6250;26500;0.36;80;2019;NA;125_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;23/05/2019;Limaces;B;NA;NA;NA;NA;NA;NA;34500;28250;0.768115942;0.18115942
143;-0.84781673;46.14349236;NA;66666.66667;0;18666.66667;NA;60;2019;NA;52_PC_2019;PC;faible_pression;20;;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;8.333333333;85333.33333;85333.33333;0.21875;0
144;0.732775432;43.74749431;NA;11111.11111;9166.666667;33055.55556;7.72;60;2019;NA;24_Gers_2019;GERS;faible_pression;23;;argileux;6;26/04/2019;Limaces.Taupins;A;NA;NA;NA;NA;NA;7.246376812;53333.33333;44166.66667;0.619791667;0.171875
145;0.737290318;43.74925852;NA;12000;16666.66667;30333.33333;4.15;60;2019;NA;27_Gers_2019;GERS;faible_pression;NA;;argileux;5;29/04/2019;Taupins;A;NA;NA;NA;NA;NA;NA;59000;42333.33333;0.514124294;0.282485876
146;0.734687502;43.74916104;NA;35208.33333;5208.333333;16041.66667;8.33;60;2019;NA;25_Gers_2019;GERS;faible_pression;23;;argileux;8;26/04/2019;Limaces;A;NA;NA;NA;NA;NA;7.246376812;56458.33333;51250;0.284132841;0.092250923
147;0.78449185;43.73972207;NA;36250;1041.666667;7083.333333;11.3;80;2019;NA;136_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;6;29/05/2019;Limaces;A;NA;NA;NA;NA;NA;NA;44375;43333.33333;0.159624413;0.023474178
148;0.635133683;43.74219161;NA;13000;11666.66667;29000;1.32;60;2019;NA;29_Gers_2019;GERS;faible_pression;26;;argilo_calcaire;5;30/04/2019;Lievres.Limaces.Taupins;A;NA;NA;NA;NA;NA;6.41025641;53666.66667;42000;0.540372671;0.217391304
149;0.989308394;43.52449578;NA;11904.7619;3571.428571;25476.19048;0.97;60;2019;NA;10_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;7;24/04/2019;Limaces;B;NA;NA;NA;NA;NA;NA;40952.38095;37380.95238;0.622093023;0.087209302
150;-0.51210577;46.14782235;NA;25714.28571;0;25079.36508;NA;63;2019;NA;72_PC_2019;PC;forte_pression;25;;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;6.349206349;50793.65079;50793.65079;0.49375;0
151;0.557705015;43.93142683;NA;49000;333.3333333;5333.333333;2.98;60;2019;NA;89_Gers_2019;GERS;faible_pression;23;;Limono argileux;5;13/05/2019;Taupins;C;NA;NA;NA;NA;NA;7.246376812;54666.66667;54333.33333;0.097560976;0.006097561
152;-0.93369785;46.17847533;NA;49866.66667;0;3466.666667;NA;75;2019;NA;16_PC_2019;PC;faible_pression;25;;inconnue;5;24/04/2019;Non;NA;NA;NA;NA;NA;NA;5.333333333;53333.33333;53333.33333;0.065;0
153;0.654720423;43.74563884;NA;22000;1714.285714;18000;23.6;70;2019;NA;102_Gers_2019;GERS;forte_pression;NA;;argilo_calcaire;5;21/05/2019;Limaces.Taupins;A;NA;NA;NA;NA;NA;NA;41714.28571;40000;0.431506849;0.04109589
154;-0.55746634;46.22232401;NA;33705.35714;2901.785714;30133.92857;NA;64;2019;NA;15_PC_2019;PC;faible_pression;26;;inconnue;7;24/04/2019;Non;NA;NA;NA;NA;NA;NA;6.009615385;66741.07143;63839.28571;0.451505017;0.043478261
155;-0.84826902;46.14332316;NA;67333.33333;0;0;NA;60;2019;NA;44_PC_2019;PC;faible_pression;25;;inconnue;5;06/05/2019;Non;NA;NA;NA;NA;NA;NA;6.666666667;67333.33333;67333.33333;0;0
156;-0.84656125;46.14356787;NA;57333.33333;3666.666667;33000;NA;60;2019;NA;53_PC_2019;PC;faible_pression;21;canon_gaz;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;7.936507937;94000;90333.33333;0.35106383;0.039007092
157;0.598736862;43.9341447;NA;33200;2400;14800;1;50;2019;NA;92_Gers_2019;GERS;faible_pression;25;;limoneux;5;13/05/2019;Taupins;C;NA;NA;NA;NA;NA;8;50400;48000;0.293650794;0.047619048
158;0.472256625;43.94319611;NA;48666.66667;2333.333333;10666.66667;12.8;60;2019;NA;94_Gers_2019;GERS;faible_pression;20;confection_manuelle;limoneux.argileux;5;13/05/2019;Taupins.Limaces;C;NA;NA;NA;NA;NA;8.333333333;61666.66667;59333.33333;0.172972973;0.037837838
159;0.641593598;43.74170069;NA;38666.66667;3666.666667;6333.333333;3.46;60;2019;NA;32_Gers_2019;GERS;faible_pression;NA;;argilo_calcaire;5;02/05/2019;Limaces.Taupins;A;NA;NA;NA;NA;NA;NA;48666.66667;45000;0.130136986;0.075342466
160;-0.60479469;46.17509195;NA;59343.43434;0;5808.080808;NA;66;2019;NA;80_PC_2019;PC;forte_pression;24;;inconnue;6;09/05/2019;Non;NA;NA;NA;NA;NA;NA;6.313131313;65151.51515;65151.51515;0.089147287;0
161;-0.84635336;46.14351902;NA;59953.16159;702.5761124;4918.032787;NA;61;2019;NA;42_PC_2019;PC;faible_pression;24;confection_manuelle;inconnue;7;06/05/2019;Non;NA;NA;NA;NA;NA;NA;6.830601093;65573.77049;64871.19438;0.075;0.010714286
162;-0.93345516;46.17820096;NA;53684.21053;0;8421.052632;NA;76;2019;NA;63_PC_2019;PC;faible_pression;22;;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;5.980861244;62105.26316;62105.26316;0.13559322;0
163;-0.41418794;45.97077653;NA;11750;5250;28250;NA;80;2019;NA;22_PC_2019;PC;forte_pression;23;;inconnue;5;25/04/2019;Non;NA;NA;NA;NA;NA;NA;5.434782609;45250;40000;0.624309392;0.116022099
164;-0.40756465;45.9680845;NA;49411.76471;294.1176471;5588.235294;NA;68;2019;NA;21_PC_2019;PC;faible_pression;20;;inconnue;5;25/04/2019;Non;NA;NA;NA;NA;NA;NA;7.352941176;55294.11765;55000;0.10106383;0.005319149
165;0.912418842;43.59322589;NA;17090.90909;1818.181818;36727.27273;1.66;55;2019;NA;116_Gers_2019;GERS;faible_pression;25;;argilo_calcaire;5;22/05/2019;Limaces;B;NA;NA;NA;NA;NA;7.272727273;55636.36364;53818.18182;0.660130719;0.032679739
166;-0.58288118;46.12085103;NA;45752.89575;2316.602317;17760.61776;NA;74;2019;NA;71_PC_2019;PC;faible_pression;20;;inconnue;7;09/05/2019;Non;NA;NA;NA;NA;NA;NA;6.756756757;65830.11583;63513.51351;0.269794721;0.035190616
167;-0.46095457;46.43631816;NA;57142.85714;0;5396.825397;NA;63;2019;NA;11_PC_2019;PC;faible_pression;25;;inconnue;5;24/04/2019;Non;NA;NA;NA;NA;NA;NA;6.349206349;62539.68254;62539.68254;0.086294416;0
168;0.790189707;43.73656218;NA;21250;7000;24500;9.65;80;2019;NA;28_Gers_2019;GERS;faible_pression;21;canon_gaz;argileux;5;30/04/2019;Lievres;A;NA;NA;NA;NA;NA;5.952380952;52750;45750;0.464454976;0.132701422
169;-0.91744388;46.10217264;NA;6000;0;36666.66667;NA;60;2019;NA;51_PC_2019;PC;faible_pression;20;Ballon_cerfs_volants;inconnue;5;09/05/2019;Non;NA;NA;NA;NA;NA;NA;8.333333333;42666.66667;42666.66667;0.859375;0
170;-0.93327482;46.1783157;NA;56388.88889;0;1388.888889;NA;72;2019;NA;46_PC_2019;PC;faible_pression;25;;inconnue;5;06/05/2019;Non;NA;NA;NA;NA;NA;NA;5.555555556;57777.77778;57777.77778;0.024038462;0
171;0.997204077;43.51678865;NA;26984.12698;1133.786848;9523.809524;1.52;63;2019;NA;124_Gers_2019;GERS;faible_pression;NA;;Boulbene;7;23/05/2019;Taupins.Lievres.Limaces;B;NA;NA;NA;NA;NA;NA;37641.72336;36507.93651;0.253012048;0.030120482
172;-0.56777233;46.22625459;NA;30888.88889;0;27333.33333;NA;75;2019;NA;62_PC_2019;PC;faible_pression;20;confection_manuelle;inconnue;6;09/05/2019;Non;NA;NA;NA;NA;NA;NA;6.666666667;58222.22222;58222.22222;0.469465649;0
173;0.674472;43.748053;NA;14800;11600;34400;NA;50;2020;NA;177_gers_2020;GERS;Faible pression;15;Confection manuelle;Argilo calcaire;5;NA;NA;NA;0;0;5200;0;24;13.33333333;66000;54400;0.521212121;0.175757576
174;0.728772;43.75011;NA;57666.66667;0;4333.333333;NA;60;2020;NA;178_gers_2020;GERS;Faible pression;20;Aucun. quelques coups pistolet fusée (pyrotechnies);Argilo calcaire;5;NA;NA;NA;666.6666667;0;4000;0;161;8.333333333;66666.66667;66000;0.065;0
175;0.696539;43.750892;NA;28750;1750;12000;NA;80;2020;NA;179_gers_2020;GERS;Forte pression;20;Aucun;Argilo calcaire;5;NA;NA;NA;0;750;6250;1000;90;6.25;50500;47000;0.237623762;0.034653465
176;0.696539;43.750892;NA;21600;0;4000;NA;50;2020;NA;180_gers_2020;GERS;Faible pression;25;Cerfs-volants ;Argilo calcaire;5;NA;NA;NA;0;0;11600;0;25;8;37200;37200;0.107526882;0
177;0.753118;43.743891;NA;5333.333333;0;6333.333333;NA;60;2020;NA;181_gers_2020;GERS;Faible pression;20;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;1333.333333;0;12;8.333333333;13000;13000;0.487179487;0
178;0.822682;43.734577;NA;43214.28571;1428.571429;10000;NA;56;2020;NA;182_gers_2020;GERS;Faible pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;1785.714286;0;116;7.142857143;56428.57143;55000;0.17721519;0.025316456
179;0.816286;43.732878;NA;31333.33333;1666.666667;5000;NA;60;2020;NA;183_gers_2020;GERS;Faible pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;17000;666.6666667;43;6.666666667;55666.66667;53333.33333;0.089820359;0.02994012
180;0.819171;43.734685;NA;45714.28571;0;6785.714286;NA;56;2020;NA;184_gers_2020;GERS;Forte pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;0;357.1428571;6785.714286;0;109;7.142857143;59642.85714;59285.71429;0.113772455;0
181;0.816653;43.734664;NA;26333.33333;0;5000;NA;60;2020;NA;185_gers_2020;GERS;Faible pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;5666.666667;1666.666667;62;6.666666667;38666.66667;37000;0.129310345;0
182;0.762613;43.740795;NA;4285.714286;3714.285714;27142.85714;NA;70;2020;NA;186_gers_2020;GERS;Faible pression;15;Epouvantail (confection manuelle);Argilo calcaire;5;NA;NA;NA;0;0;1714.285714;5142.857143;9;9.523809524;42000;33142.85714;0.646258503;0.088435374
183;0.768169;43.739907;NA;58000;0;5714.285714;NA;70;2020;NA;187_gers_2020;GERS;Faible pression;15;Epouvantail (confection manuelle);Argilo calcaire;5;NA;NA;NA;0;0;2857.142857;0;193;9.523809524;66571.42857;66571.42857;0.08583691;0
184;0.778882;43.738813;NA;40000;3000;5000;NA;60;2020;NA;188_gers_2020;GERS;Faible pression;20;Aucun;Argilo calcaire;5;NA;NA;NA;0;666.6666667;4666.666667;0;106;8.333333333;53333.33333;49666.66667;0.09375;0.05625
185;0.782221;43.738106;NA;50333.33333;0;8000;NA;60;2020;NA;189_gers_2020;GERS;Faible pression;20;Aucun;Argilo calcaire;5;NA;NA;NA;0;333.3333333;5000;0;136;8.333333333;63666.66667;63333.33333;0.12565445;0
186;0.787908;43.739263;NA;42333.33333;0;1666.666667;NA;60;2020;NA;190_gers_2020;GERS;Faible pression;25;Aucun;Boulbène ;5;NA;NA;NA;0;0;10333.33333;2333.333333;96;6.666666667;56666.66667;54333.33333;0.029411765;0
187;0.790959;43.738563;NA;40000;666.6666667;3666.666667;NA;60;2020;NA;191_gers_2020;GERS;Faible pression;25;Aucun;Boulbène ;5;NA;NA;NA;0;0;8000;666.6666667;96;6.666666667;53000;51666.66667;0.06918239;0.012578616
188;0.793922;43.738211;NA;44333.33333;666.6666667;2666.666667;NA;60;2020;NA;192_gers_2020;GERS;Faible pression;25;Aucun;Boulbène ;5;NA;NA;NA;0;0;1666.666667;333.3333333;128;6.666666667;49666.66667;48666.66667;0.053691275;0.013422819
189;0.793951;43.736915;NA;35000;666.6666667;2333.333333;NA;60;2020;NA;193_gers_2020;GERS;Faible pression;25;Aucun;Sol limoneux;5;NA;NA;NA;0;666.6666667;2333.333333;0;98;6.666666667;41000;39666.66667;0.056910569;0.016260163
190;0.800284;43.738059;NA;38666.66667;333.3333333;15666.66667;NA;60;2020;NA;194_gers_2020;GERS;Faible pression;20;Aucun;Sol limoneux;5;NA;NA;NA;0;0;5000;0;101;8.333333333;59666.66667;59333.33333;0.262569832;0.005586592
191;0.801596;43.736996;NA;7666.666667;1000;12666.66667;NA;60;2020;NA;195_gers_2020;GERS;Forte pression;25;Aucun;Sol limoneux;5;NA;NA;NA;0;0;3666.666667;0;12;6.666666667;25000;24000;0.506666667;0.04
192;0.439249;43.975678;NA;40333.33333;1333.333333;9666.666667;NA;60;2020;NA;196_gers_2020;GERS;Faible pression;21;Aucun (des tirs quelques fois);Sol sableux;5;NA;NA;NA;666.6666667;0;9000;0;94;7.936507937;61000;59000;0.158469945;0.021857923
193;0.448565;43.979828;NA;39272.72727;0;12727.27273;NA;55;2020;NA;197_gers_2020;GERS;Faible pression;25;Canon à gaz mais sur la parcelle à côté;Argilo calcaire;5;NA;NA;NA;0;1090.909091;6545.454545;0;90;7.272727273;59636.36364;58545.45455;0.213414634;0
194;0.449842;43.978217;NA;31272.72727;0;14545.45455;NA;55;2020;NA;198_gers_2020;GERS;Faible pression;25;Canon à gaz mais sur la parcelle à côté;Argilo calcaire;5;NA;NA;NA;0;2545.454545;6181.818182;0;69;7.272727273;54545.45455;52000;0.266666667;0
195;0.459897;43.97933;NA;45200;2000;1200;NA;50;2020;NA;199_gers_2020;GERS;Faible pression;25;Auncun;Argilo calcaire;5;NA;NA;NA;0;1600;8800;0;91;8;58800;55200;0.020408163;0.034013605
196;0.523939;43.975563;NA;49454.54545;1454.545455;5090.909091;NA;55;2020;NA;200_gers_2020;GERS;Faible pression;25;Aucun  ;Argilo calcaire;5;NA;NA;NA;0;0;6545.454545;0;118;7.272727273;62545.45455;61090.90909;0.081395349;0.023255814
197;0.547829;43.941696;NA;57333.33333;0;1666.666667;NA;60;2020;NA;201_gers_2020;GERS;Forte pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;5666.666667;0;155;6.666666667;64666.66667;64666.66667;0.025773196;0
198;0.549846;43.940839;NA;31666.66667;5666.666667;19000;NA;60;2020;NA;202_gers_2020;GERS;Faible pression;25;Ballon cerf volant + pantin avec sac de semence;Argilo calcaire;5;NA;NA;NA;0;0;5666.666667;0;78;6.666666667;62000;56333.33333;0.306451613;0.091397849
199;0.554334;43.941172;NA;8333.333333;9000;21000;NA;60;2020;NA;203_gers_2020;GERS;Faible pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;666.6666667;0;666.6666667;0;23;6.666666667;39666.66667;30000;0.529411765;0.226890756
200;0.555347;43.940302;NA;50181.81818;0;10545.45455;NA;55;2020;NA;204_gers_2020;GERS;Faible pression;25;Ballon cerf volant + pantin avec sac de semence;Argilo calcaire;5;NA;NA;NA;0;0;8727.272727;0;114;7.272727273;69454.54545;69454.54545;0.151832461;0
201;0.560637;43.93995;NA;3333.333333;0;55333.33333;NA;60;2020;NA;205_gers_2020;GERS;Faible pression;22;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;2333.333333;0;3;7.575757576;61000;61000;0.907103825;0
202;0.531331;43.974596;NA;21000;3333.333333;18000;NA;60;2020;NA;206_gers_2020;GERS;Faible pression;25;Aucun;Argilo calcaire;5;NA;NA;NA;0;0;2333.333333;666.6666667;56;6.666666667;45333.33333;41333.33333;0.397058824;0.073529412
203;0.547588;43.962369;NA;24615.38462;0;12000;NA;65;2020;NA;207_gers_2020;GERS;Faible pression;25;Auncun;Argilo calcaire;5;NA;NA;NA;0;0;2153.846154;0;73;6.153846154;38769.23077;38769.23077;0.30952381;0
204;0.467241;43.97877;NA;12400;1600;8800;NA;50;2020;NA;208_gers_2020;GERS;Forte pression;25;Aucun;Boulbène ;5;NA;NA;NA;0;400;6400;2800;15;8;32400;27600;0.271604938;0.049382716
205;0.465855;43.977769;NA;26666.66667;333.3333333;3000;NA;60;2020;NA;209_gers_2020;GERS;Faible pression;20;Confection manuelle (poche poubelle le long du bois);Boulbène ;5;NA;NA;NA;0;333.3333333;7333.333333;0;58;8.333333333;37666.66667;37000;0.079646018;0.008849558
206;0.534048;43.953547;NA;27000;0;9333.333333;NA;60;2020;NA;210_gers_2020;GERS;Faible pression;25;Aucun;Boulbène ;5;NA;NA;NA;0;2333.333333;7666.666667;1000;58;6.666666667;47333.33333;44000;0.197183099;0
