"";"parcelle";"date";"NDVI_moy";"NDVI_et"
"2";"Aubiet11";2022-04-05;"1616";"969"
"3";"Aubiet11";2022-04-10;"1765";"900"
"4";"Aubiet11";2022-04-25;"2428";"1003"
"5";"Aubiet11";2022-04-30;"1998";"551"
"6";"Aubiet11";2022-05-10;"1692";"1001"
"7";"Aubiet11";2022-05-30;"2802";"878"
"8";"Aubiet11";2022-06-14;"4597";"883"
"9";"Aubiet11";2022-06-19;"4809";"845"
"10";"Aubiet11";2022-07-14;"6637";"1322"
"11";"Aubiet11";2022-07-24;"5372";"1323"
"12";"Aubiet11";2022-08-03;"4248";"1161"
"13";"Aubiet11";2022-08-08;"3294";"875"
"14";"Aubiet11";2022-08-13;"2631";"553"
"15";"Aubiet11";2022-08-18;"3047";"681"
"16";"Aubiet11";2022-08-23;"2481";"797"
"17";"Aubiet11";2022-08-28;"2271";"790"
"18";"Aubiet22";2022-04-05;"1882";"1023"
"19";"Aubiet22";2022-04-10;"1962";"947"
"20";"Aubiet22";2022-04-25;"2268";"1186"
"21";"Aubiet22";2022-04-30;"1674";"877"
"22";"Aubiet22";2022-05-10;"1746";"1180"
"23";"Aubiet22";2022-05-30;"2535";"1400"
"24";"Aubiet22";2022-06-14;"4060";"1555"
"25";"Aubiet22";2022-06-19;"4145";"1530"
"26";"Aubiet22";2022-07-14;"6628";"1125"
"27";"Aubiet22";2022-07-24;"5663";"1203"
"28";"Aubiet22";2022-08-03;"5399";"1308"
"29";"Aubiet22";2022-08-08;"4749";"1550"
"30";"Aubiet22";2022-08-13;"3732";"1299"
"31";"Aubiet22";2022-08-18;"4703";"1954"
"32";"Aubiet22";2022-08-23;"4136";"1755"
"33";"Aubiet22";2022-08-28;"3631";"1568"
"34";"COULONGES2";2022-04-23;"2964";"403"
"35";"COULONGES2";2022-04-28;"3720";"1033"
"36";"COULONGES2";2022-05-03;"3191";"1286"
"37";"COULONGES2";2022-05-28;"4950";"890"
"38";"COULONGES2";2022-06-02;"6204";"1000"
"39";"COULONGES2";2022-06-17;"7809";"783"
"40";"COULONGES2";2022-06-27;"8298";"540"
"41";"COULONGES2";2022-07-02;"8661";"434"
"42";"COULONGES2";2022-07-07;"8377";"412"
"43";"COULONGES2";2022-07-12;"7902";"521"
"44";"COULONGES2";2022-07-17;"5702";"355"
"45";"COULONGES2";2022-08-01;"5239";"538"
"46";"COULONGES2";2022-08-06;"4698";"671"
"47";"COULONGES2";2022-08-11;"4264";"762"
"48";"FDGEDA1";2022-04-10;"2108";"487"
"49";"FDGEDA1";2022-04-30;"2411";"577"
"50";"FDGEDA1";2022-05-10;"3005";"672"
"51";"FDGEDA1";2022-05-30;"2100";"586"
"52";"FDGEDA1";2022-06-14;"3497";"836"
"53";"FDGEDA1";2022-06-19;"3735";"977"
"54";"FDGEDA1";2022-07-14;"6437";"1861"
"55";"FDGEDA1";2022-07-24;"5747";"1878"
"56";"FDGEDA1";2022-08-03;"4541";"1335"
"57";"FDGEDA1";2022-08-08;"3577";"834"
"58";"FDGEDA1";2022-08-13;"2816";"592"
"59";"FDGEDA1";2022-08-18;"2896";"574"
"60";"FDGEDA1";2022-08-23;"2341";"461"
"61";"FDGEDA1";2022-08-28;"2377";"524"
"62";"FDGEDA2";2022-04-10;"2226";"579"
"63";"FDGEDA2";2022-05-10;"2705";"756"
"64";"FDGEDA2";2022-05-30;"2304";"882"
"65";"FDGEDA2";2022-06-14;"3866";"950"
"66";"FDGEDA2";2022-06-19;"4399";"1120"
"67";"FDGEDA2";2022-07-14;"7028";"1707"
"68";"FDGEDA2";2022-07-24;"6627";"1527"
"69";"FDGEDA2";2022-08-03;"5408";"1180"
"70";"FDGEDA2";2022-08-08;"4258";"852"
"71";"FDGEDA2";2022-08-13;"3219";"617"
"72";"FDGEDA2";2022-08-18;"2877";"800"
"73";"FDGEDA2";2022-08-23;"2406";"625"
"74";"FDGEDA2";2022-08-28;"2775";"719"
"75";"FDGEDA6";2022-04-10;"2593";"1187"
"76";"FDGEDA6";2022-05-10;"3194";"1016"
"77";"FDGEDA6";2022-05-30;"2665";"1298"
"78";"FDGEDA6";2022-06-14;"4891";"1178"
"79";"FDGEDA6";2022-06-19;"4756";"1077"
"80";"FDGEDA6";2022-07-14;"5592";"1145"
"81";"FDGEDA6";2022-07-24;"4750";"910"
"82";"FDGEDA6";2022-08-03;"3615";"755"
"83";"FDGEDA6";2022-08-08;"3062";"778"
"84";"FDGEDA6";2022-08-13;"2704";"816"
"85";"FDGEDA6";2022-08-28;"2820";"989"
"86";"FDGEDA7";2022-04-10;"2171";"533"
"87";"FDGEDA7";2022-05-10;"2819";"739"
"88";"FDGEDA7";2022-05-30;"2082";"911"
"89";"FDGEDA7";2022-06-14;"4049";"980"
"90";"FDGEDA7";2022-06-19;"4380";"864"
"91";"FDGEDA7";2022-07-14;"6529";"705"
"92";"FDGEDA7";2022-07-24;"5959";"634"
"93";"FDGEDA7";2022-08-03;"4755";"547"
"94";"FDGEDA7";2022-08-08;"3990";"558"
"95";"FDGEDA7";2022-08-13;"3373";"609"
"96";"FDGEDA7";2022-08-28;"3133";"707"
"97";"FDGEDA8";2022-04-10;"2108";"452"
"98";"FDGEDA8";2022-05-10;"2879";"523"
"99";"FDGEDA8";2022-05-30;"3048";"624"
"100";"FDGEDA8";2022-06-14;"6533";"1042"
"101";"FDGEDA8";2022-06-19;"6410";"1107"
"102";"FDGEDA8";2022-07-14;"6456";"970"
"103";"FDGEDA8";2022-07-24;"5118";"807"
"104";"FDGEDA8";2022-08-03;"3183";"616"
"105";"FDGEDA8";2022-08-08;"2491";"502"
"106";"FDGEDA8";2022-08-13;"2209";"398"
"107";"FDGEDA8";2022-08-28;"2196";"558"
"108";"Lamagistere3";2022-04-10;"1234";"441"
"109";"Lamagistere3";2022-05-10;"1284";"797"
"110";"Lamagistere3";2022-05-30;"4220";"683"
"111";"Lamagistere3";2022-06-14;"7539";"691"
"112";"Lamagistere3";2022-06-19;"7633";"662"
"113";"Lamagistere3";2022-07-14;"8229";"361"
"114";"Lamagistere3";2022-07-24;"7853";"356"
"115";"Lamagistere3";2022-08-03;"5971";"975"
"116";"Lamagistere3";2022-08-08;"4652";"1140"
"117";"Lamagistere3";2022-08-13;"3586";"894"
"118";"Lamagistere3";2022-08-28;"2539";"916"
"119";"TIagen1";2022-04-10;"2233";"1195"
"120";"TIagen1";2022-05-10;"2022";"758"
"121";"TIagen1";2022-05-28;"3553";"1817"
"122";"TIagen1";2022-05-30;"3420";"1658"
"123";"TIagen1";2022-06-14;"5729";"630"
"124";"TIagen1";2022-06-19;"5712";"833"
"125";"TIagen1";2022-07-12;"7812";"714"
"126";"TIagen1";2022-07-14;"7571";"675"
"127";"TIagen1";2022-07-17;"7303";"583"
"128";"TIagen1";2022-07-24;"6990";"694"
"129";"TIagen1";2022-08-01;"6205";"609"
"130";"TIagen1";2022-08-03;"5530";"698"
"131";"TIagen1";2022-08-06;"4752";"780"
"132";"TIagen1";2022-08-08;"4497";"1020"
"133";"TIagen1";2022-08-11;"3900";"1208"
"134";"TIagen1";2022-08-13;"3510";"956"
"135";"TIagen1";2022-08-28;"3264";"1618"
"136";"TIravard1";2022-05-03;"1668";"681"
"137";"TIravard1";2022-05-28;"4090";"810"
"138";"TIravard1";2022-06-02;"4222";"956"
"139";"TIravard1";2022-06-17;"4077";"729"
"140";"TIravard1";2022-06-27;"5820";"832"
"141";"TIravard1";2022-07-02;"6020";"826"
"142";"TIravard1";2022-07-07;"4752";"723"
"143";"TIravard1";2022-07-12;"3865";"643"
"144";"TIravard1";2022-07-17;"2980";"275"
"145";"TIravard1";2022-08-01;"2159";"258"
"146";"TIravard1";2022-08-06;"1734";"340"
"147";"TIravard1";2022-08-11;"1586";"356"
"148";"TIrosieres1";2022-04-04;"4826";"2905"
"149";"TIrosieres1";2022-04-17;"5359";"3348"
"150";"TIrosieres1";2022-04-22;"5238";"3041"
"151";"TIrosieres1";2022-05-04;"5370";"3487"
"152";"TIrosieres1";2022-05-07;"5519";"3369"
"153";"TIrosieres1";2022-05-09;"5497";"3537"
"154";"TIrosieres1";2022-05-14;"5220";"2683"
"155";"TIrosieres1";2022-05-17;"5542";"3624"
"156";"TIrosieres1";2022-05-24;"6598";"1193"
"157";"TIrosieres1";2022-06-06;"5507";"1953"
"158";"TIrosieres1";2022-06-11;"6993";"1907"
"159";"TIrosieres1";2022-06-13;"6240";"2571"
"160";"TIrosieres1";2022-06-18;"5879";"1119"
"161";"TIrosieres1";2022-06-23;"6101";"599"
"162";"TIrosieres1";2022-06-28;"5299";"1400"
"163";"TIrosieres1";2022-07-03;"4906";"2302"
"164";"TIrosieres1";2022-07-08;"4644";"2515"
"165";"TIrosieres1";2022-07-13;"4233";"2365"
"166";"TIrosieres1";2022-07-16;"3969";"2090"
"167";"TIrosieres1";2022-07-18;"3602";"1716"
"168";"TIrosieres1";2022-07-31;"2780";"1791"
"169";"TIrosieres1";2022-08-02;"2136";"1308"
"170";"TIrosieres1";2022-08-07;"2528";"1298"
"171";"TIrosieres1";2022-08-10;"2348";"1172"
"172";"TIrosieres1";2022-08-12;"2077";"979"
"173";"TIrosieres1";2022-08-17;"2096";"960"
"174";"TIrosieres1";2022-08-20;"2301";"1018"
"175";"TIrosieres1";2022-08-22;"1850";"725"
"176";"TIrosieres1";2022-08-25;"1813";"671"
"177";"TIrosieres1";2022-08-30;"1861";"373"
"178";"TIrosieres3";2022-04-04;"2283";"708"
"179";"TIrosieres3";2022-04-17;"2257";"756"
"180";"TIrosieres3";2022-04-22;"2423";"570"
"181";"TIrosieres3";2022-05-04;"2201";"811"
"182";"TIrosieres3";2022-05-07;"2384";"776"
"183";"TIrosieres3";2022-05-09;"2228";"808"
"184";"TIrosieres3";2022-05-14;"2834";"663"
"185";"TIrosieres3";2022-05-17;"2385";"909"
"186";"TIrosieres3";2022-06-06;"3685";"951"
"187";"TIrosieres3";2022-06-11;"3429";"716"
"188";"TIrosieres3";2022-06-13;"4321";"1091"
"189";"TIrosieres3";2022-06-18;"4996";"844"
"190";"TIrosieres3";2022-06-23;"5851";"1024"
"191";"TIrosieres3";2022-06-28;"6587";"1010"
"192";"TIrosieres3";2022-07-03;"6517";"1083"
"193";"TIrosieres3";2022-07-08;"6085";"1122"
"194";"TIrosieres3";2022-07-13;"5119";"1189"
"195";"TIrosieres3";2022-07-16;"4663";"1112"
"196";"TIrosieres3";2022-07-18;"4224";"963"
"197";"TIrosieres3";2022-07-31;"3766";"924"
"198";"TIrosieres3";2022-08-02;"3329";"875"
"199";"TIrosieres3";2022-08-07;"3376";"727"
"200";"TIrosieres3";2022-08-10;"3048";"630"
"201";"TIrosieres3";2022-08-12;"2825";"572"
"202";"TIrosieres3";2022-08-17;"2615";"572"
"203";"TIrosieres3";2022-08-20;"3182";"644"
"204";"TIrosieres3";2022-08-22;"2645";"556"
"205";"TIrosieres3";2022-08-25;"2570";"518"
"206";"TIrosieres3";2022-08-30;"2403";"353"
"207";"TIrosieres4";2022-04-04;"1989";"913"
"208";"TIrosieres4";2022-04-17;"2080";"847"
"209";"TIrosieres4";2022-04-22;"2368";"961"
"210";"TIrosieres4";2022-05-04;"2070";"1223"
"211";"TIrosieres4";2022-05-07;"2107";"853"
"212";"TIrosieres4";2022-05-09;"1960";"931"
"213";"TIrosieres4";2022-05-14;"2608";"726"
"214";"TIrosieres4";2022-05-17;"1994";"883"
"215";"TIrosieres4";2022-06-06;"3520";"841"
"216";"TIrosieres4";2022-06-11;"3780";"822"
"217";"TIrosieres4";2022-06-13;"4001";"843"
"218";"TIrosieres4";2022-06-18;"4698";"653"
"219";"TIrosieres4";2022-06-23;"5453";"902"
"220";"TIrosieres4";2022-06-28;"5226";"987"
"221";"TIrosieres4";2022-07-03;"5888";"918"
"222";"TIrosieres4";2022-07-08;"5395";"936"
"223";"TIrosieres4";2022-07-13;"4531";"949"
"224";"TIrosieres4";2022-07-16;"4118";"854"
"225";"TIrosieres4";2022-07-18;"3758";"688"
"226";"TIrosieres4";2022-07-31;"3257";"598"
"227";"TIrosieres4";2022-08-02;"2987";"546"
"228";"TIrosieres4";2022-08-07;"2876";"418"
"229";"TIrosieres4";2022-08-10;"2682";"360"
"230";"TIrosieres4";2022-08-12;"2419";"323"
"231";"TIrosieres4";2022-08-17;"1595";"660"
"232";"TIrosieres4";2022-08-20;"2623";"413"
"233";"TIrosieres4";2022-08-22;"2201";"313"
"234";"TIrosieres4";2022-08-25;"2217";"289"
"235";"TIrosieres4";2022-08-30;"2121";"215"
"236";"TIvillers5";2022-04-04;"1665";"625"
"237";"TIvillers5";2022-04-17;"1798";"589"
"238";"TIvillers5";2022-04-22;"2133";"921"
"239";"TIvillers5";2022-05-04;"1937";"1280"
"240";"TIvillers5";2022-05-07;"2121";"556"
"241";"TIvillers5";2022-05-09;"1799";"667"
"242";"TIvillers5";2022-05-14;"2133";"527"
"243";"TIvillers5";2022-05-17;"2148";"543"
"244";"TIvillers5";2022-06-11;"6195";"939"
"245";"TIvillers5";2022-06-13;"6417";"815"
"246";"TIvillers5";2022-06-18;"6544";"813"
"247";"TIvillers5";2022-06-23;"6167";"1272"
"248";"TIvillers5";2022-06-28;"5860";"1257"
"249";"TIvillers5";2022-07-03;"7384";"771"
"250";"TIvillers5";2022-07-08;"6631";"707"
"251";"TIvillers5";2022-07-13;"5912";"622"
"252";"TIvillers5";2022-07-16;"5421";"637"
"253";"TIvillers5";2022-07-18;"4790";"491"
"254";"TIvillers5";2022-07-31;"3903";"419"
"255";"TIvillers5";2022-08-02;"3652";"384"
"256";"TIvillers5";2022-08-07;"3243";"372"
"257";"TIvillers5";2022-08-10;"2893";"342"
"258";"TIvillers5";2022-08-12;"2645";"321"
"259";"TIvillers5";2022-08-17;"2874";"472"
"260";"TIvillers5";2022-08-20;"2800";"522"
"261";"TIvillers5";2022-08-22;"2579";"455"
"262";"TIvillers5";2022-08-25;"2498";"430"
"263";"TIvillers5";2022-08-30;"2377";"223"
"264";"TIvillers6";2022-04-04;"1484";"536"
"265";"TIvillers6";2022-04-17;"1676";"727"
"266";"TIvillers6";2022-04-22;"1812";"441"
"267";"TIvillers6";2022-05-04;"1517";"510"
"268";"TIvillers6";2022-05-07;"1937";"452"
"269";"TIvillers6";2022-05-09;"1681";"557"
"270";"TIvillers6";2022-05-14;"2133";"558"
"271";"TIvillers6";2022-05-17;"2140";"578"
"272";"TIvillers6";2022-06-11;"7150";"539"
"273";"TIvillers6";2022-06-13;"6709";"1197"
"274";"TIvillers6";2022-06-18;"7369";"404"
"275";"TIvillers6";2022-06-23;"6346";"1861"
"276";"TIvillers6";2022-06-28;"7089";"1145"
"277";"TIvillers6";2022-07-03;"8263";"610"
"278";"TIvillers6";2022-07-08;"7658";"662"
"279";"TIvillers6";2022-07-13;"6825";"821"
"280";"TIvillers6";2022-07-16;"6297";"846"
"281";"TIvillers6";2022-07-18;"5737";"726"
"282";"TIvillers6";2022-07-31;"4595";"539"
"283";"TIvillers6";2022-08-02;"4335";"533"
"284";"TIvillers6";2022-08-07;"3579";"421"
"285";"TIvillers6";2022-08-10;"3027";"341"
"286";"TIvillers6";2022-08-12;"2686";"319"
"287";"TIvillers6";2022-08-17;"2821";"411"
"288";"TIvillers6";2022-08-20;"2768";"444"
"289";"TIvillers6";2022-08-22;"2508";"448"
"290";"TIvillers6";2022-08-25;"2458";"414"
"291";"TIvillers6";2022-08-30;"2316";"197"
"292";"TIvillers7";2022-04-04;"1361";"415"
"293";"TIvillers7";2022-04-17;"1590";"546"
"294";"TIvillers7";2022-04-22;"1814";"437"
"295";"TIvillers7";2022-05-04;"1502";"648"
"296";"TIvillers7";2022-05-07;"1662";"460"
"297";"TIvillers7";2022-05-09;"1529";"478"
"298";"TIvillers7";2022-05-14;"2077";"396"
"299";"TIvillers7";2022-05-17;"1890";"435"
"300";"TIvillers7";2022-06-11;"7108";"982"
"301";"TIvillers7";2022-06-18;"7338";"622"
"302";"TIvillers7";2022-06-28;"7533";"729"
"303";"TIvillers7";2022-07-03;"6897";"1694"
"304";"TIvillers7";2022-07-08;"6998";"897"
"305";"TIvillers7";2022-07-13;"6329";"1062"
"306";"TIvillers7";2022-07-16;"5814";"1166"
"307";"TIvillers7";2022-07-18;"5148";"1014"
"308";"TIvillers7";2022-07-31;"3948";"828"
"309";"TIvillers7";2022-08-02;"3729";"768"
"310";"TIvillers7";2022-08-07;"3194";"555"
"311";"TIvillers7";2022-08-10;"2786";"424"
"312";"TIvillers7";2022-08-12;"2496";"372"
"313";"TIvillers7";2022-08-17;"2573";"435"
"314";"TIvillers7";2022-08-20;"2628";"461"
"315";"TIvillers7";2022-08-22;"2218";"431"
"316";"TIvillers7";2022-08-25;"2143";"395"
"317";"TIvillers7";2022-08-30;"2258";"155"
"318";"TIvillers8";2022-04-04;"1425";"662"
"319";"TIvillers8";2022-04-17;"1654";"692"
"320";"TIvillers8";2022-04-22;"2280";"770"
"321";"TIvillers8";2022-05-04;"1721";"1019"
"322";"TIvillers8";2022-05-07;"1774";"749"
"323";"TIvillers8";2022-05-09;"1707";"835"
"324";"TIvillers8";2022-05-14;"2298";"741"
"325";"TIvillers8";2022-05-17;"2312";"863"
"326";"TIvillers8";2022-06-11;"6639";"1424"
"327";"TIvillers8";2022-06-18;"7071";"766"
"328";"TIvillers8";2022-07-03;"7462";"1248"
"329";"TIvillers8";2022-07-08;"6634";"1365"
"330";"TIvillers8";2022-07-13;"5847";"1339"
"331";"TIvillers8";2022-07-16;"5260";"1308"
"332";"TIvillers8";2022-07-18;"4807";"1120"
"333";"TIvillers8";2022-07-31;"3930";"921"
"334";"TIvillers8";2022-08-02;"3553";"822"
"335";"TIvillers8";2022-08-07;"3028";"556"
"336";"TIvillers8";2022-08-10;"2516";"384"
"337";"TIvillers8";2022-08-12;"2224";"306"
"338";"TIvillers8";2022-08-17;"2002";"262"
"339";"TIvillers8";2022-08-20;"2106";"304"
"340";"TIvillers8";2022-08-22;"1807";"273"
"341";"TIvillers8";2022-08-25;"1835";"224"
"342";"TIvillers8";2022-08-30;"2051";"99"
"343";"0222";2022-05-10;"3255";"765"
"344";"0222";2022-06-14;"7444";"427"
"345";"0222";2022-06-19;"6815";"571"
"346";"0222";2022-07-14;"5632";"612"
"347";"0222";2022-07-24;"4573";"847"
"348";"0222";2022-08-03;"2947";"769"
"349";"0222";2022-08-08;"3024";"994"
"350";"0222";2022-08-13;"3051";"1031"
"351";"0522";2022-05-10;"3466";"543"
"352";"0522";2022-05-30;"6143";"663"
"353";"0522";2022-06-14;"7715";"400"
"354";"0522";2022-06-19;"7767";"469"
"355";"0522";2022-07-14;"7507";"435"
"356";"0522";2022-07-24;"7748";"562"
"357";"0522";2022-08-03;"6545";"1426"
"358";"0522";2022-08-08;"5887";"1892"
"359";"0522";2022-08-13;"5374";"1997"
"360";"0622";2022-05-10;"3165";"481"
"361";"0622";2022-05-30;"6147";"490"
"362";"0622";2022-06-14;"7980";"469"
"363";"0622";2022-06-19;"7879";"538"
"364";"0622";2022-07-14;"6704";"522"
"365";"0622";2022-07-24;"7329";"568"
"366";"0622";2022-08-03;"5304";"689"
"367";"0622";2022-08-08;"3789";"469"
"368";"0622";2022-08-13;"2978";"300"
"369";"0622";2022-08-28;"2123";"251"
"370";"1722";2022-05-10;"3606";"793"
"371";"1722";2022-05-30;"7392";"360"
"372";"1722";2022-06-14;"7679";"436"
"373";"1722";2022-06-19;"7855";"566"
"374";"1722";2022-07-14;"4981";"493"
"375";"1722";2022-07-24;"6421";"759"
"376";"1722";2022-08-03;"4475";"559"
"377";"1722";2022-08-08;"3795";"474"
"378";"1722";2022-08-13;"3458";"473"
"379";"2822";2022-05-10;"2808";"635"
"380";"2822";2022-05-30;"7321";"636"
"381";"2822";2022-06-14;"6390";"474"
"382";"2822";2022-06-19;"7689";"520"
"383";"2822";2022-07-14;"4915";"319"
"384";"2822";2022-07-24;"4632";"382"
"385";"2822";2022-08-03;"3579";"306"
"386";"2822";2022-08-08;"3426";"337"
"387";"2822";2022-08-13;"3103";"340"
"388";"2922";2022-04-10;"1633";"409"
"389";"2922";2022-05-10;"2381";"384"
"390";"2922";2022-05-30;"7082";"747"
"391";"2922";2022-06-14;"6419";"450"
"392";"2922";2022-06-19;"7486";"529"
"393";"2922";2022-07-14;"4967";"402"
"394";"2922";2022-07-24;"4808";"824"
"395";"2922";2022-08-03;"3219";"615"
"396";"2922";2022-08-08;"2991";"616"
"397";"2922";2022-08-13;"2685";"578"
"398";"3822";2022-04-10;"1479";"257"
"399";"3822";2022-05-10;"1673";"407"
"400";"3822";2022-05-30;"7711";"554"
"401";"3822";2022-06-14;"7945";"259"
"402";"3822";2022-06-19;"8177";"403"
"403";"3822";2022-07-14;"6858";"330"
"404";"3822";2022-07-24;"7747";"410"
"405";"3822";2022-08-03;"4773";"719"
"406";"3822";2022-08-08;"3448";"727"
"407";"3822";2022-08-13;"3650";"953"
"408";"4222";2022-04-10;"2231";"873"
"409";"4222";2022-05-10;"3310";"676"
"410";"4222";2022-05-30;"5527";"659"
"411";"4222";2022-06-14;"7316";"505"
"412";"4222";2022-06-19;"7164";"630"
"413";"4222";2022-07-14;"6658";"706"
"414";"4222";2022-07-24;"7114";"774"
"415";"4222";2022-08-03;"5303";"604"
"416";"4222";2022-08-08;"3939";"597"
"417";"4222";2022-08-13;"3058";"582"
"418";"4222";2022-08-28;"2344";"422"
"419";"4422";2022-04-10;"2235";"709"
"420";"4422";2022-05-10;"4586";"420"
"421";"4422";2022-05-30;"7896";"235"
"422";"4422";2022-06-14;"7891";"367"
"423";"4422";2022-06-19;"7848";"565"
"424";"4422";2022-07-14;"5548";"529"
"425";"4422";2022-07-24;"7146";"721"
"426";"4422";2022-08-03;"5333";"634"
"427";"4422";2022-08-08;"4716";"704"
"428";"4422";2022-08-13;"4389";"825"
"429";"4522";2022-04-10;"8680";"611"
"430";"4522";2022-05-10;"5639";"306"
"431";"4522";2022-05-30;"8423";"475"
"432";"4522";2022-06-14;"7026";"572"
"433";"4522";2022-06-19;"5228";"626"
"434";"4522";2022-07-14;"2112";"372"
"435";"4522";2022-07-24;"1837";"523"
"436";"4522";2022-08-03;"1461";"379"
"437";"4522";2022-08-08;"1578";"463"
"438";"4522";2022-08-13;"1523";"482"
"439";"4722";2022-04-10;"2248";"686"
"440";"4722";2022-05-10;"4204";"248"
"441";"4722";2022-05-30;"6281";"761"
"442";"4722";2022-06-14;"7485";"566"
"443";"4722";2022-06-19;"7354";"794"
"444";"4722";2022-07-14;"5894";"657"
"445";"4722";2022-07-24;"6770";"867"
"446";"4722";2022-08-03;"4782";"899"
"447";"4722";2022-08-08;"3872";"785"
"448";"4722";2022-08-13;"3347";"672"
"449";"5222";2022-04-10;"7685";"826"
"450";"5222";2022-05-10;"6232";"240"
"451";"5222";2022-05-30;"7676";"328"
"452";"5222";2022-06-14;"6747";"472"
"453";"5222";2022-06-19;"5432";"603"
"454";"5222";2022-07-14;"2857";"613"
"455";"5222";2022-07-24;"2129";"802"
"456";"5222";2022-08-03;"2832";"772"
"457";"5222";2022-08-08;"3387";"1108"
"458";"5222";2022-08-13;"3122";"1007"
"459";"5322";2022-05-10;"1897";"301"
"460";"5322";2022-05-30;"5786";"939"
"461";"5322";2022-06-14;"7638";"328"
"462";"5322";2022-06-17;"8517";"262"
"463";"5322";2022-06-19;"7654";"285"
"464";"5322";2022-07-02;"8838";"304"
"465";"5322";2022-07-12;"8369";"523"
"466";"5322";2022-07-14;"6898";"345"
"467";"5322";2022-07-17;"7292";"428"
"468";"5322";2022-07-24;"8260";"400"
"469";"5322";2022-08-03;"8133";"750"
"470";"5322";2022-08-06;"8108";"849"
"471";"5322";2022-08-08;"7980";"850"
"472";"5322";2022-08-11;"7592";"1057"
"473";"5322";2022-08-13;"7506";"1069"
"474";"5322";2022-08-28;"6043";"1195"
"475";"5422";2022-04-10;"2177";"522"
"476";"5422";2022-05-10;"1846";"492"
"477";"5422";2022-05-30;"5513";"1426"
"478";"5422";2022-06-14;"6770";"1007"
"479";"5422";2022-06-19;"7286";"950"
"480";"5422";2022-07-14;"7219";"1416"
"481";"5422";2022-07-24;"7976";"1239"
"482";"5422";2022-08-03;"7284";"2068"
"483";"5422";2022-08-08;"6950";"2123"
"484";"5422";2022-08-13;"6842";"2199"
"485";"5422";2022-08-28;"2833";"1540"
"486";"6222";2022-04-10;"1920";"546"
"487";"6222";2022-05-10;"1962";"591"
"488";"6222";2022-06-14;"7336";"460"
"489";"6222";2022-06-19;"7961";"590"
"490";"6222";2022-07-14;"5448";"458"
"491";"6222";2022-07-24;"5173";"647"
"492";"6222";2022-08-03;"3062";"334"
"493";"6222";2022-08-08;"2677";"268"
"494";"6222";2022-08-13;"2398";"257"
