"";"parcelle";"date";"NDVI_moy";"NDVI_et"
"997";"177gers2020";2020-05-25;"7182";"884"
"998";"177gers2020";2020-05-30;"6909";"930"
"999";"177gers2020";2020-06-09;"5220";"778"
"1000";"177gers2020";2020-06-14;"6711";"780"
"1001";"177gers2020";2020-06-19;"5973";"924"
"1002";"177gers2020";2020-06-24;"6335";"683"
"1003";"177gers2020";2020-07-04;"5831";"614"
"1004";"177gers2020";2020-07-09;"5388";"652"
"1005";"177gers2020";2020-07-19;"5103";"601"
"1006";"177gers2020";2020-07-24;"4742";"654"
"1007";"177gers2020";2020-07-29;"3623";"403"
"1008";"177gers2020";2020-08-08;"3161";"362"
"1009";"177gers2020";2020-08-23;"2898";"732"
"1010";"178gers2020";2020-04-05;"1695";"988"
"1011";"178gers2020";2020-04-10;"1585";"849"
"1012";"178gers2020";2020-04-15;"1656";"886"
"1013";"178gers2020";2020-05-05;"1814";"939"
"1014";"178gers2020";2020-05-20;"2165";"915"
"1015";"178gers2020";2020-05-25;"2744";"730"
"1016";"178gers2020";2020-05-30;"3748";"830"
"1017";"178gers2020";2020-06-19;"6521";"1586"
"1018";"178gers2020";2020-06-24;"7324";"766"
"1019";"178gers2020";2020-07-04;"6861";"489"
"1020";"178gers2020";2020-07-09;"6665";"674"
"1021";"178gers2020";2020-07-19;"6240";"989"
"1022";"178gers2020";2020-07-24;"5189";"1122"
"1023";"178gers2020";2020-07-29;"4103";"987"
"1024";"178gers2020";2020-08-08;"2521";"962"
"1025";"178gers2020";2020-08-23;"2217";"1009"
"1026";"181gers2020";2020-04-05;"1909";"987"
"1027";"181gers2020";2020-04-10;"1634";"1063"
"1028";"181gers2020";2020-04-15;"1599";"952"
"1029";"181gers2020";2020-05-05;"2346";"695"
"1030";"181gers2020";2020-05-20;"1606";"1280"
"1031";"181gers2020";2020-05-25;"1489";"1100"
"1032";"181gers2020";2020-05-30;"1512";"1322"
"1033";"181gers2020";2020-06-19;"1920";"1236"
"1034";"181gers2020";2020-06-24;"1995";"998"
"1035";"181gers2020";2020-07-04;"2845";"855"
"1036";"181gers2020";2020-07-09;"3155";"1121"
"1037";"181gers2020";2020-07-19;"4133";"1209"
"1038";"181gers2020";2020-07-24;"4407";"1234"
"1039";"181gers2020";2020-07-29;"4522";"1218"
"1040";"181gers2020";2020-08-08;"4376";"1287"
"1041";"181gers2020";2020-08-23;"4501";"1493"
"1042";"182gers2020";2020-04-05;"1352";"652"
"1043";"182gers2020";2020-04-10;"1183";"639"
"1044";"182gers2020";2020-04-15;"1211";"541"
"1045";"182gers2020";2020-05-05;"1347";"826"
"1046";"182gers2020";2020-05-20;"1381";"671"
"1047";"182gers2020";2020-05-25;"1270";"578"
"1048";"182gers2020";2020-05-30;"1239";"687"
"1049";"182gers2020";2020-06-19;"2391";"874"
"1050";"182gers2020";2020-06-24;"3482";"1124"
"1051";"182gers2020";2020-07-04;"5950";"1950"
"1052";"182gers2020";2020-07-09;"6602";"1568"
"1053";"182gers2020";2020-07-19;"7268";"1298"
"1054";"182gers2020";2020-07-24;"6821";"1371"
"1055";"182gers2020";2020-07-29;"5470";"1539"
"1056";"182gers2020";2020-08-08;"5248";"1606"
"1057";"182gers2020";2020-08-23;"3002";"1371"
"1058";"183gers2020";2020-04-05;"1472";"499"
"1059";"183gers2020";2020-04-10;"1158";"485"
"1060";"183gers2020";2020-04-15;"1208";"468"
"1061";"183gers2020";2020-05-05;"1229";"624"
"1062";"183gers2020";2020-05-20;"1141";"700"
"1063";"183gers2020";2020-05-25;"1097";"506"
"1064";"183gers2020";2020-05-30;"1042";"639"
"1065";"183gers2020";2020-06-19;"1799";"448"
"1066";"183gers2020";2020-06-24;"2140";"755"
"1067";"183gers2020";2020-07-04;"4048";"1457"
"1068";"183gers2020";2020-07-09;"4672";"1583"
"1069";"183gers2020";2020-07-19;"5504";"1592"
"1070";"183gers2020";2020-07-24;"5048";"1497"
"1071";"183gers2020";2020-07-29;"4211";"1293"
"1072";"183gers2020";2020-08-08;"3777";"1298"
"1073";"183gers2020";2020-08-23;"3299";"1092"
"1074";"184gers2020";2020-04-05;"1485";"817"
"1075";"184gers2020";2020-04-10;"1317";"768"
"1076";"184gers2020";2020-04-15;"1424";"829"
"1077";"184gers2020";2020-05-05;"1470";"969"
"1078";"184gers2020";2020-05-20;"1489";"737"
"1079";"184gers2020";2020-05-25;"1498";"837"
"1080";"184gers2020";2020-05-30;"1488";"797"
"1081";"184gers2020";2020-06-19;"3401";"1544"
"1082";"184gers2020";2020-06-24;"4103";"1854"
"1083";"184gers2020";2020-07-04;"5991";"2316"
"1084";"184gers2020";2020-07-09;"6342";"1988"
"1085";"184gers2020";2020-07-19;"6669";"1318"
"1086";"184gers2020";2020-07-24;"6128";"1128"
"1087";"184gers2020";2020-07-29;"5002";"1491"
"1088";"184gers2020";2020-08-08;"5229";"1946"
"1089";"184gers2020";2020-08-23;"4078";"2193"
"1090";"185gers2020";2020-04-05;"1352";"688"
"1091";"185gers2020";2020-04-10;"1153";"532"
"1092";"185gers2020";2020-04-15;"1249";"594"
"1093";"185gers2020";2020-05-05;"1443";"784"
"1094";"185gers2020";2020-05-20;"1260";"617"
"1095";"185gers2020";2020-05-25;"1246";"681"
"1096";"185gers2020";2020-05-30;"1180";"618"
"1097";"185gers2020";2020-06-19;"2914";"1002"
"1098";"185gers2020";2020-06-24;"4013";"1384"
"1099";"185gers2020";2020-07-04;"6607";"1381"
"1100";"185gers2020";2020-07-09;"6798";"1392"
"1101";"185gers2020";2020-07-19;"7113";"1202"
"1102";"185gers2020";2020-07-24;"6403";"1212"
"1103";"185gers2020";2020-07-29;"5410";"1139"
"1104";"185gers2020";2020-08-08;"4449";"1153"
"1105";"185gers2020";2020-08-23;"4281";"1007"
"1106";"186gers2020";2020-04-05;"1462";"779"
"1107";"186gers2020";2020-04-10;"1271";"721"
"1108";"186gers2020";2020-04-15;"1388";"778"
"1109";"186gers2020";2020-05-05;"1508";"929"
"1110";"186gers2020";2020-05-20;"1341";"967"
"1111";"186gers2020";2020-05-25;"1361";"885"
"1112";"186gers2020";2020-05-30;"1280";"816"
"1113";"186gers2020";2020-06-19;"2657";"606"
"1114";"186gers2020";2020-06-24;"3760";"840"
"1115";"186gers2020";2020-07-04;"5991";"1268"
"1116";"186gers2020";2020-07-09;"6940";"1127"
"1117";"186gers2020";2020-07-19;"7221";"1253"
"1118";"186gers2020";2020-07-24;"5952";"1392"
"1119";"186gers2020";2020-07-29;"5076";"1251"
"1120";"186gers2020";2020-08-08;"3849";"1117"
"1121";"186gers2020";2020-08-23;"3212";"756"
"1122";"187gers2020";2020-04-05;"1365";"888"
"1123";"187gers2020";2020-04-10;"1176";"820"
"1124";"187gers2020";2020-04-15;"1278";"902"
"1125";"187gers2020";2020-05-05;"1445";"1263"
"1126";"187gers2020";2020-05-20;"1270";"1060"
"1127";"187gers2020";2020-05-25;"1329";"1078"
"1128";"187gers2020";2020-05-30;"1252";"996"
"1129";"187gers2020";2020-06-19;"2566";"739"
"1130";"187gers2020";2020-06-24;"3712";"1533"
"1131";"187gers2020";2020-07-04;"5907";"1632"
"1132";"187gers2020";2020-07-09;"6326";"1592"
"1133";"187gers2020";2020-07-19;"6902";"1418"
"1134";"187gers2020";2020-07-24;"6205";"1479"
"1135";"187gers2020";2020-07-29;"4935";"1544"
"1136";"187gers2020";2020-08-08;"4965";"1746"
"1137";"187gers2020";2020-08-23;"4261";"1244"
"1138";"188gers2020";2020-04-05;"1466";"691"
"1139";"188gers2020";2020-04-10;"1339";"704"
"1140";"188gers2020";2020-04-15;"1428";"749"
"1141";"188gers2020";2020-05-05;"1439";"926"
"1142";"188gers2020";2020-05-20;"1467";"987"
"1143";"188gers2020";2020-05-25;"1423";"806"
"1144";"188gers2020";2020-05-30;"1293";"826"
"1145";"188gers2020";2020-06-19;"1364";"634"
"1146";"188gers2020";2020-06-24;"1667";"638"
"1147";"188gers2020";2020-07-04;"3313";"858"
"1148";"188gers2020";2020-07-09;"4450";"1066"
"1149";"188gers2020";2020-07-19;"6231";"1282"
"1150";"188gers2020";2020-07-24;"6316";"1328"
"1151";"188gers2020";2020-07-29;"5355";"1177"
"1152";"188gers2020";2020-08-08;"5072";"1301"
"1153";"188gers2020";2020-08-23;"5953";"928"
"1154";"189gers2020";2020-04-05;"2547";"1285"
"1155";"189gers2020";2020-04-10;"2706";"1574"
"1156";"189gers2020";2020-04-15;"3095";"1867"
"1157";"189gers2020";2020-05-05;"4283";"2997"
"1158";"189gers2020";2020-05-20;"4042";"2862"
"1159";"189gers2020";2020-05-25;"3968";"2743"
"1160";"189gers2020";2020-05-30;"3465";"2476"
"1161";"189gers2020";2020-06-24;"2568";"1006"
"1162";"189gers2020";2020-07-04;"2089";"864"
"1163";"189gers2020";2020-07-09;"4607";"2467"
"1164";"189gers2020";2020-07-19;"5137";"2916"
"1165";"189gers2020";2020-07-24;"4898";"2881"
"1166";"189gers2020";2020-07-29;"3913";"2775"
"1167";"189gers2020";2020-08-08;"3984";"2296"
"1168";"189gers2020";2020-08-23;"4491";"2097"
"1169";"190gers2020";2020-04-05;"1304";"433"
"1170";"190gers2020";2020-04-10;"1137";"351"
"1171";"190gers2020";2020-04-15;"1185";"347"
"1172";"190gers2020";2020-05-05;"1109";"395"
"1173";"190gers2020";2020-05-20;"1047";"412"
"1174";"190gers2020";2020-05-25;"1122";"396"
"1175";"190gers2020";2020-05-30;"1016";"340"
"1176";"190gers2020";2020-06-24;"2186";"585"
"1177";"190gers2020";2020-07-09;"5498";"1240"
"1178";"190gers2020";2020-07-19;"6678";"1036"
"1179";"190gers2020";2020-07-24;"6185";"980"
"1180";"190gers2020";2020-07-29;"4493";"1201"
"1181";"190gers2020";2020-08-08;"4417";"967"
"1182";"190gers2020";2020-08-23;"3968";"686"
"1183";"191gers2020";2020-04-05;"1561";"714"
"1184";"191gers2020";2020-04-10;"1384";"647"
"1185";"191gers2020";2020-04-15;"1460";"666"
"1186";"191gers2020";2020-05-05;"1520";"884"
"1187";"191gers2020";2020-05-20;"1378";"778"
"1188";"191gers2020";2020-05-25;"1362";"746"
"1189";"191gers2020";2020-05-30;"1253";"689"
"1190";"191gers2020";2020-06-24;"2581";"791"
"1191";"191gers2020";2020-07-09;"5552";"1238"
"1192";"191gers2020";2020-07-19;"6220";"1120"
"1193";"191gers2020";2020-07-24;"5723";"1217"
"1194";"191gers2020";2020-07-29;"4397";"1096"
"1195";"191gers2020";2020-08-08;"4445";"1143"
"1196";"191gers2020";2020-08-23;"4111";"785"
"1197";"192gers2020";2020-04-05;"1884";"1248"
"1198";"192gers2020";2020-04-10;"1762";"1272"
"1199";"192gers2020";2020-04-15;"1862";"1258"
"1200";"192gers2020";2020-05-05;"2714";"1569"
"1201";"192gers2020";2020-05-20;"2334";"1221"
"1202";"192gers2020";2020-05-25;"2055";"1455"
"1203";"192gers2020";2020-05-30;"1777";"1319"
"1204";"192gers2020";2020-06-24;"2754";"973"
"1205";"192gers2020";2020-07-09;"6484";"859"
"1206";"192gers2020";2020-07-19;"7012";"1080"
"1207";"192gers2020";2020-07-24;"6406";"1287"
"1208";"192gers2020";2020-07-29;"2629";"2084"
"1209";"192gers2020";2020-08-08;"4697";"1218"
"1210";"192gers2020";2020-08-23;"5993";"757"
"1211";"193gers2020";2020-04-05;"1637";"946"
"1212";"193gers2020";2020-04-10;"1491";"935"
"1213";"193gers2020";2020-04-15;"1523";"888"
"1214";"193gers2020";2020-05-05;"2018";"1182"
"1215";"193gers2020";2020-05-20;"1973";"1250"
"1216";"193gers2020";2020-05-25;"1464";"852"
"1217";"193gers2020";2020-05-30;"1288";"891"
"1218";"193gers2020";2020-06-24;"2105";"621"
"1219";"193gers2020";2020-07-09;"6197";"1102"
"1220";"193gers2020";2020-07-19;"7087";"1222"
"1221";"193gers2020";2020-07-24;"6568";"1379"
"1222";"193gers2020";2020-07-29;"4540";"2308"
"1223";"193gers2020";2020-08-08;"5027";"1374"
"1224";"193gers2020";2020-08-23;"6214";"895"
"1225";"194gers2020";2020-04-05;"2173";"1388"
"1226";"194gers2020";2020-04-10;"1977";"1381"
"1227";"194gers2020";2020-04-15;"1995";"1237"
"1228";"194gers2020";2020-05-05;"2434";"1691"
"1229";"194gers2020";2020-05-20;"2137";"1584"
"1230";"194gers2020";2020-05-25;"2087";"1365"
"1231";"194gers2020";2020-05-30;"1963";"1547"
"1232";"194gers2020";2020-06-24;"2562";"1113"
"1233";"194gers2020";2020-07-09;"5665";"649"
"1234";"194gers2020";2020-07-19;"7143";"686"
"1235";"194gers2020";2020-07-24;"7224";"844"
"1236";"194gers2020";2020-07-29;"-223";"1702"
"1237";"194gers2020";2020-08-08;"6339";"1188"
"1238";"194gers2020";2020-08-23;"6664";"1048"
"1239";"195gers2020";2020-04-05;"1831";"810"
"1240";"195gers2020";2020-04-10;"1649";"915"
"1241";"195gers2020";2020-04-15;"1712";"889"
"1242";"195gers2020";2020-05-05;"1867";"1165"
"1243";"195gers2020";2020-05-20;"1766";"1278"
"1244";"195gers2020";2020-05-25;"1685";"1022"
"1245";"195gers2020";2020-05-30;"1663";"1114"
"1246";"195gers2020";2020-06-24;"2576";"926"
"1247";"195gers2020";2020-07-09;"4525";"833"
"1248";"195gers2020";2020-07-19;"5599";"858"
"1249";"195gers2020";2020-07-24;"5577";"906"
"1250";"195gers2020";2020-07-29;"2062";"1733"
"1251";"195gers2020";2020-08-08;"4913";"1121"
"1252";"195gers2020";2020-08-23;"4372";"1007"
"1253";"196gers2020";2020-04-05;"1625";"657"
"1254";"196gers2020";2020-04-10;"1397";"703"
"1255";"196gers2020";2020-04-15;"1568";"773"
"1256";"196gers2020";2020-05-05;"1760";"1209"
"1257";"196gers2020";2020-05-20;"1469";"1050"
"1258";"196gers2020";2020-05-25;"1585";"1035"
"1259";"196gers2020";2020-05-30;"1665";"967"
"1260";"196gers2020";2020-06-24;"6643";"1286"
"1261";"196gers2020";2020-07-09;"8094";"791"
"1262";"196gers2020";2020-07-19;"7755";"685"
"1263";"196gers2020";2020-07-24;"7262";"836"
"1264";"196gers2020";2020-07-29;"5382";"1313"
"1265";"196gers2020";2020-08-08;"5076";"1149"
"1266";"197gers2020";2020-04-05;"1682";"1043"
"1267";"197gers2020";2020-04-10;"1422";"922"
"1268";"197gers2020";2020-04-15;"1645";"1089"
"1269";"197gers2020";2020-05-05;"1868";"1501"
"1270";"197gers2020";2020-05-20;"1532";"891"
"1271";"197gers2020";2020-05-25;"1887";"1161"
"1272";"197gers2020";2020-05-30;"2068";"835"
"1273";"197gers2020";2020-06-24;"6108";"665"
"1274";"197gers2020";2020-07-09;"7135";"444"
"1275";"197gers2020";2020-07-19;"7207";"563"
"1276";"197gers2020";2020-07-24;"6746";"680"
"1277";"197gers2020";2020-07-29;"4534";"989"
"1278";"197gers2020";2020-08-08;"4392";"988"
"1279";"198gers2020";2020-04-05;"1330";"271"
"1280";"198gers2020";2020-04-10;"1196";"289"
"1281";"198gers2020";2020-04-15;"1243";"239"
"1282";"198gers2020";2020-05-05;"1995";"1124"
"1283";"198gers2020";2020-05-20;"2383";"1718"
"1284";"198gers2020";2020-05-25;"2672";"1612"
"1285";"198gers2020";2020-05-30;"3305";"1537"
"1286";"198gers2020";2020-06-24;"7530";"836"
"1287";"198gers2020";2020-07-09;"7619";"486"
"1288";"198gers2020";2020-07-19;"7227";"781"
"1289";"198gers2020";2020-07-24;"6605";"683"
"1290";"198gers2020";2020-07-29;"3487";"1387"
"1291";"198gers2020";2020-08-08;"2884";"802"
"1292";"199gers2020";2020-04-05;"1805";"960"
"1293";"199gers2020";2020-04-10;"1532";"929"
"1294";"199gers2020";2020-04-15;"1645";"929"
"1295";"199gers2020";2020-05-05;"1596";"1145"
"1296";"199gers2020";2020-05-20;"1614";"1320"
"1297";"199gers2020";2020-05-25;"1560";"954"
"1298";"199gers2020";2020-05-30;"1538";"1121"
"1299";"199gers2020";2020-06-24;"4662";"999"
"1300";"199gers2020";2020-07-09;"7161";"1047"
"1301";"199gers2020";2020-07-19;"6679";"1499"
"1302";"199gers2020";2020-07-24;"5822";"1610"
"1303";"199gers2020";2020-07-29;"5132";"1441"
"1304";"199gers2020";2020-08-08;"4340";"1342"
"1305";"200gers2020";2020-04-05;"2899";"2334"
"1306";"200gers2020";2020-04-10;"2739";"2321"
"1307";"200gers2020";2020-04-15;"2854";"2364"
"1308";"200gers2020";2020-05-05;"3367";"2725"
"1309";"200gers2020";2020-05-20;"2583";"2156"
"1310";"200gers2020";2020-05-25;"2491";"1983"
"1311";"200gers2020";2020-05-30;"2289";"1710"
"1312";"200gers2020";2020-06-24;"3260";"1566"
"1313";"200gers2020";2020-07-09;"4751";"2448"
"1314";"200gers2020";2020-07-19;"4867";"2454"
"1315";"200gers2020";2020-07-24;"4331";"2188"
"1316";"200gers2020";2020-07-29;"3819";"2024"
"1317";"200gers2020";2020-08-08;"3121";"1599"
"1318";"203gers2020";2020-04-05;"4338";"848"
"1319";"203gers2020";2020-04-10;"4284";"676"
"1320";"203gers2020";2020-04-15;"5017";"638"
"1321";"203gers2020";2020-05-05;"6706";"1013"
"1322";"203gers2020";2020-05-20;"5710";"606"
"1323";"203gers2020";2020-05-25;"5719";"740"
"1324";"203gers2020";2020-05-30;"5408";"614"
"1325";"203gers2020";2020-06-24;"3606";"428"
"1326";"203gers2020";2020-07-09;"3336";"375"
"1327";"203gers2020";2020-07-19;"3144";"504"
"1328";"203gers2020";2020-07-24;"2995";"628"
"1329";"203gers2020";2020-07-29;"2704";"354"
"1330";"203gers2020";2020-08-08;"2460";"354"
"1331";"204gers2020";2020-04-05;"1480";"739"
"1332";"204gers2020";2020-04-10;"1349";"647"
"1333";"204gers2020";2020-04-15;"1411";"705"
"1334";"204gers2020";2020-05-05;"1626";"1134"
"1335";"204gers2020";2020-05-20;"1354";"768"
"1336";"204gers2020";2020-05-25;"1456";"870"
"1337";"204gers2020";2020-05-30;"1610";"776"
"1338";"204gers2020";2020-06-24;"5946";"868"
"1339";"204gers2020";2020-07-09;"7121";"828"
"1340";"204gers2020";2020-07-19;"6355";"874"
"1341";"204gers2020";2020-07-24;"5655";"1017"
"1342";"204gers2020";2020-07-29;"4857";"923"
"1343";"204gers2020";2020-08-08;"3193";"814"
"1344";"205gers2020";2020-04-05;"1767";"824"
"1345";"205gers2020";2020-04-10;"1557";"700"
"1346";"205gers2020";2020-04-15;"1649";"735"
"1347";"205gers2020";2020-05-05;"1819";"826"
"1348";"205gers2020";2020-05-20;"1741";"745"
"1349";"205gers2020";2020-05-25;"2096";"822"
"1350";"205gers2020";2020-05-30;"2555";"594"
"1351";"205gers2020";2020-06-24;"6785";"892"
"1352";"205gers2020";2020-07-09;"6594";"785"
"1353";"205gers2020";2020-07-19;"6245";"975"
"1354";"205gers2020";2020-07-24;"5075";"980"
"1355";"205gers2020";2020-07-29;"4250";"862"
"1356";"205gers2020";2020-08-08;"2595";"835"
"1357";"206gers2020";2020-04-05;"1861";"1041"
"1358";"206gers2020";2020-04-10;"1630";"907"
"1359";"206gers2020";2020-04-15;"1721";"1034"
"1360";"206gers2020";2020-05-05;"2045";"1349"
"1361";"206gers2020";2020-05-20;"1672";"1136"
"1362";"206gers2020";2020-05-25;"1715";"1203"
"1363";"206gers2020";2020-05-30;"1661";"1053"
"1364";"206gers2020";2020-06-24;"4975";"851"
"1365";"206gers2020";2020-07-09;"6757";"997"
"1366";"206gers2020";2020-07-19;"5869";"1372"
"1367";"206gers2020";2020-07-24;"4775";"1430"
"1368";"206gers2020";2020-07-29;"4205";"1385"
"1369";"206gers2020";2020-08-08;"3360";"1113"
"1370";"207gers2020";2020-04-05;"1950";"1092"
"1371";"207gers2020";2020-04-10;"1831";"1106"
"1372";"207gers2020";2020-04-15;"1953";"1153"
"1373";"207gers2020";2020-05-05;"2121";"1466"
"1374";"207gers2020";2020-05-20;"1838";"1283"
"1375";"207gers2020";2020-05-25;"1765";"1242"
"1376";"207gers2020";2020-05-30;"1549";"1173"
"1377";"207gers2020";2020-06-24;"2907";"1887"
"1378";"207gers2020";2020-07-09;"4723";"1965"
"1379";"207gers2020";2020-07-19;"5857";"1015"
"1380";"207gers2020";2020-07-24;"5975";"1005"
"1381";"207gers2020";2020-07-29;"3840";"1265"
"1382";"207gers2020";2020-08-08;"5769";"1580"
"1383";"208gers2020";2020-04-05;"2280";"1129"
"1384";"208gers2020";2020-04-10;"2028";"1066"
"1385";"208gers2020";2020-04-15;"1992";"1168"
"1386";"208gers2020";2020-05-05;"2202";"1380"
"1387";"208gers2020";2020-05-20;"1684";"1096"
"1388";"208gers2020";2020-05-25;"1722";"1238"
"1389";"208gers2020";2020-05-28;"1679";"1224"
"1390";"208gers2020";2020-05-30;"1584";"1087"
"1391";"208gers2020";2020-06-02;"2105";"450"
"1392";"208gers2020";2020-06-07;"2359";"488"
"1393";"208gers2020";2020-06-12;"2638";"779"
"1394";"208gers2020";2020-06-17;"2661";"1191"
"1395";"208gers2020";2020-06-24;"2691";"962"
"1396";"208gers2020";2020-06-27;"3220";"1007"
"1397";"208gers2020";2020-07-07;"4441";"995"
"1398";"208gers2020";2020-07-09;"4335";"893"
"1399";"208gers2020";2020-07-12;"4184";"569"
"1400";"208gers2020";2020-07-19;"4995";"896"
"1401";"208gers2020";2020-07-22;"4834";"854"
"1402";"208gers2020";2020-07-24;"4600";"870"
"1403";"208gers2020";2020-07-27;"4745";"968"
"1404";"208gers2020";2020-07-29;"3898";"573"
"1405";"208gers2020";2020-08-06;"4363";"959"
"1406";"208gers2020";2020-08-08;"3940";"977"
"1407";"208gers2020";2020-08-16;"2942";"781"
"1408";"208gers2020";2020-08-21;"3640";"1040"
"1409";"208gers2020";2020-08-26;"3662";"1172"
"1410";"209gers2020";2020-04-03;"1818";"840"
"1411";"209gers2020";2020-04-05;"1738";"906"
"1412";"209gers2020";2020-04-08;"1661";"913"
"1413";"209gers2020";2020-04-10;"1542";"888"
"1414";"209gers2020";2020-04-15;"1661";"907"
"1415";"209gers2020";2020-05-03;"2540";"1282"
"1416";"209gers2020";2020-05-05;"1798";"1243"
"1417";"209gers2020";2020-05-08;"1748";"1216"
"1418";"209gers2020";2020-05-18;"2110";"1120"
"1419";"209gers2020";2020-05-20;"1786";"1209"
"1420";"209gers2020";2020-05-25;"1700";"1086"
"1421";"209gers2020";2020-05-28;"1623";"1082"
"1422";"209gers2020";2020-05-30;"1586";"1150"
"1423";"209gers2020";2020-06-02;"1611";"946"
"1424";"209gers2020";2020-06-07;"2048";"435"
"1425";"209gers2020";2020-06-12;"2463";"1106"
"1426";"209gers2020";2020-06-17;"2216";"1131"
"1427";"209gers2020";2020-06-24;"2482";"916"
"1428";"209gers2020";2020-06-27;"2570";"560"
"1429";"209gers2020";2020-07-07;"5254";"1270"
"1430";"209gers2020";2020-07-09;"5288";"1255"
"1431";"209gers2020";2020-07-12;"4702";"711"
"1432";"209gers2020";2020-07-19;"6302";"1438"
"1433";"209gers2020";2020-07-22;"6307";"1507"
"1434";"209gers2020";2020-07-24;"4688";"2073"
"1435";"209gers2020";2020-07-27;"6428";"1662"
"1436";"209gers2020";2020-07-29;"5117";"1276"
"1437";"209gers2020";2020-08-06;"5720";"1453"
"1438";"209gers2020";2020-08-08;"5398";"1398"
"1439";"209gers2020";2020-08-16;"5589";"1162"
"1440";"209gers2020";2020-08-21;"5652";"1356"
"1441";"209gers2020";2020-08-26;"5812";"1179"
